title,rating,username,description,date,image_urls,asin_number
Make sure you receive synthetic,1.0 out of 5 stars,Shawn S.,Received VR1 20w50 racing oil in grey colored quarts.  Was not the synthetic as advertised.  Note that synthetic comes in black quart bottles.,"Reviewed in the United States on May 28, 2020",,
Excellent Oil,1.0 out of 5 stars,Not satisfied,"Recommend for air cooled VW motors.  High zinc content for those older engines.
New designed bottles did not leak and are user friendly.","Reviewed in the United States on November 10, 2020",,
Wrong description,1.0 out of 5 stars,Jessica Bordenaro,This was suppose to be a case of “6” 1 qt bottles of oil. I paid for a case and I only received 1 qt. Very bad description!,"Reviewed in the United States on May 30, 2020",,
Beware if scam. Wrong oil in boxes,1.0 out of 5 stars,Kristy,"Was supposed to be full synthetic black bottles. Package was for full synthetic as well but the bottles were gray which is mom synthetic.
Will not let me return oil and sold oil in a different box.","Reviewed in the United States on June 16, 2017",,
USPS is lazy,1.0 out of 5 stars,Amazon Customer,USPS would not deliver this item. Some BS excuse about me moving. I did not move. Product is good. USPS a disgrace,"Reviewed in the United States on December 7, 2019",,
Wrong oil,1.0 out of 5 stars,Sargis eskandary,"The I thought they were sending me syntathic ,,","Reviewed in the United States on June 27, 2020",,
Listed incorrectly. It is one quart for this price ...,1.0 out of 5 stars,Todd Durham,Listed incorrectly. It is one quart for this price and not six. Save the frustration and go to Auto Zone.,"Reviewed in the United States on March 29, 2017",,
A,1.0 out of 5 stars,samuel,I ordered 6cases and only got one1,"Reviewed in the United States on February 28, 2019",,
Get my oil from Amazon!,1.0 out of 5 stars,Rickey,Just the oil I need for my 1969 VW Transporter Bus...And at a good price for the quantity provided! I'll buy my oil from Amazon.,"Reviewed in the United States on May 7, 2014",,
Way too expensive,1.0 out of 5 stars,Ross,$40 for 1 quart of oil.  Total rip off.  Do not buy.  It should be a 6 pack of oil not one.,"Reviewed in the United States on January 2, 2014",,
"I was supposed to get 3, 5 qt jugs of this got 1😡where r other 2",5.0 out of 5 stars,James Hohnstein,See above please,"Reviewed in the United States on November 8, 2022",,
Great Oil and already has the zinc additive,5.0 out of 5 stars,Nick ,I use valvoline vr1 10w30 in my 1974 Plymouth Duster. It already has the zinc additive in it so there is no need to buy anything else. Save yourself time and money and buy vr1.,"Reviewed in the United States on June 28, 2022",,
Great oil,5.0 out of 5 stars,Jorge,"I have a 1995 caravan, it was making a ticking noise, after I put that heavy weight oil in it the ticking slow down and eventually went away. It’s an old trick to use heavy weight oil with an additive to quiet valves.","Reviewed in the United States on May 25, 2022",,
Fair price,5.0 out of 5 stars,Dennis M Crane,"Hard to find in some auto parts stores on sale.  I have a Classic cars needing Zinc,  I've always been a Valvoline user.","Reviewed in the United States on July 24, 2022",,
Good oil,5.0 out of 5 stars,JOHN W STRUMPF,Synthetic oil with zinc. It works with a flat tappet cam.,"Reviewed in the United States on September 22, 2022",https://m.media-amazon.com/images/I/81N9j0gLOkL._SY88.jpg,
Excellent oil for older engines,5.0 out of 5 stars,Yani ,We use it in older lawn equipment because of the high zinc.,"Reviewed in the United States on September 17, 2022",,
Only place to get the full synthetic is online,5.0 out of 5 stars,Tyler Ayer,Cheaper then Penn grade 20w-50 and just as good. So far no issues. Only wish there were other quantity/size options for ordering. My car takes about 5.5q for a oil change witch doesn't leave much for topping off if needed between changes without ordering another 6pack.,"Reviewed in the United States on April 27, 2022",,
fast shipper!,5.0 out of 5 stars,Cal Kolb,"Use this oil in my older Harley!, love the Zinc","Reviewed in the United States on September 17, 2022",,
oil,5.0 out of 5 stars,jeff williams,great,"Reviewed in the United States on October 17, 2022",,
Manly OIL,5.0 out of 5 stars,John Dulin,"Oil!  REAL oil like something they used to call ""Motor Honey"" - maybe it's still around.  But this 50 Weight Oil provides the perfect lubrication for VW air cooled engines, especially during the hot summer months. If a kid's bike needs a little chain lubricant, use this stuff with a paint brush applicator.
I also like the name of the product: ""Racing Motor Oil"" !  Call me sexist, but this is the kind of oil a real man keeps in the trunk of his car.  I keep a sealed bottle on the kitchen counter - keeps my wife of 56 years on her toes - reminds her that a guy like me, 81 years old, could still fire up the VW Beetle and drive off into the sunset.  Believe me, the dinner table is set and my meals are on time and under budget because the Valvoline Oil has a place in the kitchen, right next to the toaster.  Viscosity Rules!","Reviewed in the United States on March 8, 2017",,
Good blue oil,5.0 out of 5 stars,Bill,"The stuff with its height, zinc concentration is gonna save my engine from a early demise. I think it’s a great value and will continue to use it for our future oil changes.","Reviewed in the United States on September 24, 2022",,
1973 Vette,5.0 out of 5 stars,Samantha L Mitlitsky,"I have a 1973 Corvette with 64,000 original miles. I change this oil every three to four months. Overkill? Probably. An old original engine needs special care. This oil is high in zinc which acts as a buffer to the flat tappet engines. I use 10/30 because I do not want leaks from the newer thinner oils. Now as for synthetic. I use it because I am not the original owner and do not know if the previous owner who owned the car for 40 years used conventional or synthetic. I figure to use synthetic just in case because I don’t want to go the other direction to what it is used to.","Reviewed in the United States on July 13, 2021",https://images-na.ssl-images-amazon.com/images/I/B1Y17wiHrnS._SY88.jpg,
Best oil for my TR6,5.0 out of 5 stars,MN Mike,I change oil on my 1976 TR6 every year. This makes the car run smooth.  No engine noise. Shipped fast and great value.,"Reviewed in the United States on October 21, 2022",,
Good for collector vehicles,5.0 out of 5 stars,B. Clarkson,I've run this stuff without exception on a pair of AMC 343 V8's once I was done with the rebuilder's suggested lube.  It's hard to tell if another oil would have done as well or better.  But I can say that I have almost 100K using this oil in older engines and have had great success.  Both are in cars that are not intended as performance automobiles.  Both get driven on long trips.  Both have flat tappets.  It's been good for me.,"Reviewed in the United States on January 23, 2022",,
OIL FOR CLASSIC AUTOS,5.0 out of 5 stars,HAMMER,Although not cheap this is great oil for a classic car with flat tappets.  It has all the added zinc that is needed to protect these engines.  If you buy conventional oil with an additive you will spend as much or more and this oil is better than conventional with an additive.,"Reviewed in the United States on May 20, 2022",,
Valvoline VR-1 Racing Oil for High Performance,5.0 out of 5 stars,RacerX,"Why: In an internal combustion engine the camshaft followers are one of the highest friction areas, which means you need to be concerned with proper lubrication to prevent excessive or premature wear. Most modern engines have benefited from racing engine technology and feature lower friction roller cam followers, but for older vehicles, muscle cars, and sports cars it is essential to have additives like Zinc that can handle high contact pressure, high friction components like flat tappet cams.
The problem: Once the major automakers began incorporating roller followers the need for these additives decreased and major oil companies began reducing them in their oil blends. Thus modern oils are inadequate for older design engines. Also, conventional oils are preferred over synthetic by many racing engine builders, and it has become difficult (or very expensive) to find refiners producing conventional oil in racing formulations.
The solution: Fortunately we have Valvoline; the only major brand that contains adequate amounts of Zinc additive for your vintage or high-performance engine. My experience using Valvoline 20W-50 Racing Oil in drag racing engines is that I've never had an oil related failure, and that piston rings, bearings, and cams show only expected wear. Amazon turned out to have the best price for this product and since I use 8 quarts per change, price is important. I do however miss the good old days of 12 quart cases…","Reviewed in the United States on April 10, 2014",,
Lots of older cars need higher Zinc levels,5.0 out of 5 stars,Patrick Stack,I have picked this oil to use in several of my old cars with solid lifters Valvoline refers to it as racing Oil but my old American V8s can not tell the difference.,"Reviewed in the United States on August 19, 2022",,
Good for 5.7l mercruiser engine.,5.0 out of 5 stars,BobK,"Have used Valvoline VR1 in various Mercruiser I/O engines for quite some time with no issues, good product.","Reviewed in the United States on October 10, 2022",,
Great racing oil,5.0 out of 5 stars,Tyler,Very nice products,"Reviewed in the United States on November 18, 2022",,
Racing oil,5.0 out of 5 stars,ClayTheMan,This is the only oil I use in my muscle cars in accordance with my engine builder who loves his stuff. I think he drinks it. The best price I could find was buying it in 5 quart containers which is the first time I’ve ever done that and I’ve been using this stuff for years. As far as I know the product works fine.,"Reviewed in the United States on March 19, 2022",,
Great for classic cars,5.0 out of 5 stars,Bill E.,"This is the best oil for your classic car.  It contains plenty of ZDDP to protect your tappers, delivers great oil pressure, and reduces the leaks and drips that plague older engines even after they are rebuilt.  I use this in my 1960s Austin Healey.","Reviewed in the United States on January 23, 2023",,
Best  protection for classic  cars and trucks requiring a zinc oil additive . I,5.0 out of 5 stars,Shirley J.,"I use this oil in my 1950 Chevy car , it still has the orig 6 cyl. eng. in it. A 20w50 oil with zinc is perfect protection for vehicals that do not have emission standards  or convertors.  Meaning anything from 1974 back.","Reviewed in the United States on January 24, 2023",https://m.media-amazon.com/images/I/51ZrhvowN0L._SY88.jpg,
Great price for a great product.,5.0 out of 5 stars,Ronald D.,This is great for my 78 L82 vette.,"Reviewed in the United States on March 31, 2023",,
New engine build,5.0 out of 5 stars,Legend ,Purchase the Valvoline VR1 with the zinc added on my new engine hopefully it'll make it run faster and long,"Reviewed in the United States on March 1, 2023",,
ONE OF THE BEST OILS ON THE MARKET,5.0 out of 5 stars,astrorick55,"Valvoline's synthetic and non-synthetic racing oils are in the top 3-5 oils on the market. They certainly are the best value going! I've used both motor oils (20w/50 non-syn for break-in and syn for competition) for my 1967 BSA race bike and couldn't be happier. I've spent hours researching oils and they have among the best blend of zinc, phosphorus, ZDDP, base oils, and psi wear protection of any oil without having excess ZDDP that can cause corrosion and reduce engine longevity. No need for ZDDP additives with Valvoline's racing oils. They are the recommended oil of leading British motorcycle suppliers and are excellent for vintage engines with flat tappet cam protection. I was willing to spend whatever I needed for motor oil to protect my engine. But, it really isn't necessary to spend 2X - 4X more and still not get the same protection. I know this sounds like a paid commercial (which it isn't). You can do your own homework or you can listen to what others who depend on excellent oil for their engines have to say.","Reviewed in the United States on September 28, 2021",,
Good price,5.0 out of 5 stars,Josh ,I run this oil in race engine on a dirt track application.,"Reviewed in the United States on February 21, 2023",,
Excellent Value for a High Quality Oil,5.0 out of 5 stars,Sun Devil #1 Fan,"I'm using this oil for my classic car as endorsed by my make/model's car club. The oil weight/viscosity is as recommend by my mechanic who used to race my vehicle make/model when new. The only benefit I've noticed so far is that the vehicle seems to leak less. Since my car is running on the original motor, you have to take the approach that if it doesn't leak, it must not have oil in it. In this case, it seems to still leak (that's fine) but, I'm noticing less in the drip pan I leave under the car. More oil is cheaper than pulling the motor to replace the main rear seal. What I am most happy with is the cost of the oil and that when the oil occasionally burns out the tailpipe, it smells less funky than high mileage synthetics I've tried from others.","Reviewed in the United States on April 23, 2022",,
Running this in my late model Corvair for 4 years,5.0 out of 5 stars,J. M.,"This is great oil for my Corvair. Has the higher Zinc recommended for these older flat tappet engines. As with most things, price has gone up. I looked at some diesel oils with Zinc, but decided to stay with the VR-1 10w30.","Reviewed in the United States on December 4, 2022",,
Great oil for old Harleys,5.0 out of 5 stars,Robert,This oil has worked great so far in my 1975 Harley Shovelhead. The zinc is great for engine break-in and longevity of these old motors. Recommended!,"Reviewed in the United States on December 18, 2022",https://m.media-amazon.com/images/I/81siedU3I4L._SY88.jpg,
Best oil for old school Harleys,5.0 out of 5 stars,JONZIN ,Good oil with added zinc great for shovelheads,"Reviewed in the United States on February 10, 2023",https://m.media-amazon.com/images/I/81tcdSOMXfL._SY88.jpg,
Oil VR1,5.0 out of 5 stars,Karl Sparks,5 star,"Reviewed in the United States on May 7, 2023",,
Best oil to use in a jeep 4.0,5.0 out of 5 stars,C. Webb,"Works like is should! It is the best oil for the jeeps 4.0. has the zinc those flat tappet lifters need.
This is also a Non synthetic oil BYW.","Reviewed in the United States on March 21, 2023",,
Best oil money can buy,5.0 out of 5 stars,Beau,I use this stuff in my 99 Honda Civic in my engine is built and my engine absolutely loves this oil I seen a difference in the oil pressure it holds 7 to 13 pounds more oil pressure then XPR royal purple oil i used to run just seeing it on my oil pressure gauge is enough for me to know that it’s a superior oil anyway it does break down a little faster than normal oil so if you guys use it I recommend you change your oil out at 2000 2500 miles tops but your engine will have 10 times the lubrication and if you change it often enough your engines going to last much longer also DO NOT RUN IF YOU HAVE CATALYTIC CONVERTERS STILL THEY will clog and your car will start to run like crap. That’s probably the only downside that I can see to the oil is that you can’t just run it on every car It’s mostly just for race cars honestly but if you’re like me and your daily driver is rad and super fast and has a 2 1/2 inch straight exhaust you’re good to go don’t matter what the size of the exhaust is you just don’t want toHave catalytic converter’s. Resonators Are fine as long as they’re straight through. So if you want to feed your little ripper the best oil money can buy this is what you want,"Reviewed in the United States on September 24, 2021",,
GREAT PRODUCT,5.0 out of 5 stars,Todd Elkins,"nhhh,tuk","Reviewed in the United States on May 3, 2023",,
prompt delivery,5.0 out of 5 stars,Joseph Sherlag,great product,"Reviewed in the United States on May 1, 2023",,
Good in older engines that need zinc.,5.0 out of 5 stars,James Schunemann,I got this for my classic Volkswagen to maintain it properly and make it last longer.,"Reviewed in the United States on April 10, 2023",,
Valvoline Synthetic 20W-50 High Zinc Motor Oil,5.0 out of 5 stars,kbob12,"I use the motor oil in my BMW and Harley motorcycles.
The older bikes need the high zinc concentration.
The oil arrived on time and works great!
I would buy it again.","Reviewed in the United States on February 24, 2023",,
start First,5.0 out of 5 stars,Jim Loch,Starting 500 hp wanted a quality oil. It is.,"Reviewed in the United States on April 7, 2023",,
My favorite oil,5.0 out of 5 stars,Daniel,I highly recommend this oil for performance vehicles.,"Reviewed in the United States on April 10, 2023",,
Great,5.0 out of 5 stars,Scotty j ,Very good oil for the price - if not the best ! Very good reformulated additive package,"Reviewed in the United States on March 27, 2023",,
Gonna make me go REAL fast,5.0 out of 5 stars,Cara Holt,Wanna race? I put this in a blueprint engine the 383  power adder. Nobody can beat me now….NOBODY,"Reviewed in the United States on June 1, 2023",,
It has zinc addtive,5.0 out of 5 stars,Elaine larrison,1970 Chevelle 454,"Reviewed in the United States on June 4, 2023",,
👍🏻,5.0 out of 5 stars,SB,👍🏻,"Reviewed in the United States on June 7, 2023",,
Good choice for flat tappet pushrod engines,5.0 out of 5 stars,m6502,"The gray bottle VR1 conventional oil is essentially the same as Valvoline's mainstream ""premium conventional"" oil, but with much more ZDDP.  That seems to be the prevailing opinion on a forum dedicated just to motor oil, where many users send their oil in for a chemical analysis.
That's a good thing - it means this oil is perfectly safe to use in a street car for a normal length oil change interval, and Valvoline has said as much on the packaging.
ZDDP is a compound which contains phosphorus.  It's effective at points of high temperature and pressure, particularly the cam lobes and lifters.  However, if the oil is burned, phosphorus slowly degrades a catalytic converter.  Federal regulators now require the car manufacturer to warrant their catalytic converters for a very long time.  As far as I've been able to tell this isn't a real law, it's just the rising 4th branch of government making up new provisions to laws that were passed decades ago.
The end result is that manufacturers have influenced modern API standards to require reductions in the amount of phosphorus in the oil.  Modern engines don't require as much ZDDP anymore, but older flat tappet pushrod designs sometimes need more of it.
The phosphorus limits imposed by API do not apply to 20w50 grades.  Therefore, you'll find that the 20w50 version of this oil still has an API SN certification.  This 10w30 version does not have the API cert, simply because it violates the phosphorus limit which is applicable on 10w30.  It will still protect the engine as well as any SN rated oil would.
The 10w30 version used to claim that it ""meets or exceeds"" the API SH requirements, but after my last purchase (in 2015) I noticed this claim has been changed to API SG.  It's not an official certification, because you can't get API to certify standards that they consider obsolete, but the claim is an indication of where this oil sits in terms of it's ZDDP content.
Xw30 grade API SN oil (the current standard) cannot exceed 800ppm phosphorus.  The datasheet for VR1 10w30 says it contains 1300ppm phosphorus, zinc is 1400ppm.  Zinc and phosphorus track together because they're part of the same compound, but phosphorus is actually the part that's regulated and prevents it getting an API certification.
This amount of phosphorus was typical in the 80s and 90s, so it's not outrageous for an 80s car with a catalyst.  I figure that worst case, it just means the cat won't last any longer than it did in the 90s, and I'm okay with that.  The aftermarket replacement cats you'd probably have on an OBD-1 era car seem to break apart internally every 10 years anyway, regardless of oil.
You can also mix this oil with the common white bottle ""premium conventional"" I mentioned at the top, which has 760ppm phosphorus.  This will effectively dilute the ZDDP to something in between.
This oil is not recommended for new cars, which don't need it and their cats are much more expensive than on older cars.","Reviewed in the United States on April 20, 2015",,
Motor oil,5.0 out of 5 stars,Bloo,Great price 👍🏾,"Reviewed in the United States on May 23, 2023",,
Recomended for air cooled VWs,5.0 out of 5 stars,Fredrick H.,"I bought this oil because it is recommended for air cooled VW engines.
The company that built my zero time 1776 VW long block recommended using this oil for engine break-in and everyday use.  This oil has the additives needed for an old school flat tappet motor like the VW.","Reviewed in the United States on March 29, 2023","https://m.media-amazon.com/images/I/71I0nGW4SoL._SY88.jpg
https://m.media-amazon.com/images/I/71k0-e+QGOL._SY88.jpg",
50W Motor Oil,5.0 out of 5 stars,Mr_Kevlar,"Was exactly what I wanted. Have ran 50W in my Harley for years.
Pricing was a little to high but at least it was delivered to my house.","Reviewed in the United States on April 20, 2023",,
Cant go wrong,5.0 out of 5 stars,larry price,The best oil ive used it for over 30 years,"Reviewed in the United States on May 7, 2023",,
Oily,5.0 out of 5 stars,Amazon Customer,Was very slippery.  I liked it,"Reviewed in the United States on May 11, 2023",,
As advertised,5.0 out of 5 stars,Jeff Murray,The best oil to use if you have an older flat tappet cam engine. Those engines need the zinc that the newer oil formulas just do not have since newer engines are mostly all roller cams.,"Reviewed in the United States on March 19, 2023",,
Four Stars,4.0 out of 5 stars,Amazon Customer,good stuff,"Reviewed in the United States on April 13, 2016",,
Four Stars,4.0 out of 5 stars,ahugh,no problem,"Reviewed in the United States on February 23, 2016",,
Four Stars,4.0 out of 5 stars,Lawrence S.,Woks for my flat tappet engines.,"Reviewed in the United States on December 9, 2014",,
Four Stars,4.0 out of 5 stars,Ron F.,Perfect packaging & price...thanks,"Reviewed in the United States on July 21, 2014",,
Four Stars,4.0 out of 5 stars,Brian DeMaris,"The oil is fine, but the delivery was slower than typical via Amazon","Reviewed in the United States on May 29, 2016",,
Good value for the money.,4.0 out of 5 stars,Deniece,Came fast but one jug was in a zip loc bag with a small amount of product leaked out.  The other jug wasn’t in a bag and had not leaked.  It isn’t enough to worry about but it must have been leaking or been opened prior to shipment for it to have been bagged.,"Reviewed in the United States on November 4, 2021",,
don't be in a hurry for this item,4.0 out of 5 stars,duane albaugh,"good price , longtime to get","Reviewed in the United States on August 13, 2022",,
Its just oil.,4.0 out of 5 stars,Amazon Customer,Its just oil.,"Reviewed in Canada on March 20, 2023",,
Works well for old school engines.,4.0 out of 5 stars,Tim,"Oil is hard to quantify, so many brands, types and misinformation. VR1 is expensive but non synthetic oil with all the additives for flat tappet cams and older engine designs is hard to find. I run some good spring pressures and with my classic cars sitting a fair bit it provides more protection that I probably need so well worth it. No issues so far.","Reviewed in Canada on September 10, 2021",,
valvoline vr1,4.0 out of 5 stars,Client d'Amazon,Bon prix,"Reviewed in Canada on July 18, 2017",,
Used before,5.0 out of 5 stars,Marty,Works well,"Reviewed in the United States on July 9, 2023",,
Used in race car,5.0 out of 5 stars,kartracer,Have been using in my open wheel modified--no problems.,"Reviewed in the United States on July 2, 2023",,
10 OUT OF 10,5.0 out of 5 stars,DONALD Y.,10 of 10,"Reviewed in the United States on June 28, 2023",,
Used in a VR30DDTT 3.0 Pure Turbos Stage 2 engine with multiple mods,5.0 out of 5 stars,Gaming Guru,"I am running this oil for my Pure Turbos Stage 2 Infiniti Q50S so I have to run it. So far so good, oil temps are much lower than when running 0W 20 however Oil pressure even at idle is much higher. Obviously, this is a much thicker oil than the stock oil used in the car. I love the fact that is blue colored very cool, however, because I race my car I change the oil every 3000 miles or less sometimes 2000 miles. Very expensive hobby this whole racing car thing. It keeps the engine safe and keeps the heat down, especially under full boost.","Reviewed in the United States on April 26, 2023",https://m.media-amazon.com/images/I/61roAVHtwjL._SY88.jpg,
Works well in Raceboat,5.0 out of 5 stars,Jeff,"Works well in Raceboat with a 215 cu in Buick turning  7,000+ rpm’s in harsh conditions.","Reviewed in the United States on June 11, 2023",,
Good value,5.0 out of 5 stars,pomeranians,Recommended,"Reviewed in the United States on June 26, 2023",,
got classic muscle car flat tappets? you need this.,5.0 out of 5 stars,Eric,this oil is great it has everything in it you would need to add with regular oils on an old muscle car like Zinc and Synthetic stands up to old school muscle. Not to mention Valvoline VR1 is good stuff.,"Reviewed in the United States on May 26, 2023",,
Exactly what I ordered,5.0 out of 5 stars,gil,This is the required motor oil for my vehicle. Exactly as described.,"Reviewed in the United States on June 15, 2023",,
Not available in stores anymore,5.0 out of 5 stars,Tyler Pauli,"You used to be able to get just about every weight of this stuff at any parts store but now they only carry 20w-50 for some reason. If you have a vintage style engine with a flat tappet cam, this is what you need","Reviewed in the United States on May 20, 2023",,
What needs to be said,5.0 out of 5 stars,randolph farmer,"This is a product that needs no introduction. 4 decades in building performance into cars and bikes. This is not a gimmick or hype just oil made the right way, for the right reasons, cause we love our machines and so does valvoline. Oh and valvoline make my endorsement check out to cash, it's a whole tax thing I'm messed up in","Reviewed in the United States on May 15, 2023",,
Contains Zinc. Good for old cars.,4.0 out of 5 stars,John Bowen,"Good price on this oil for my specialty car. I mainly got it for its Zinc content, which helps prevent camshaft wear.","Reviewed in the United States on March 10, 2017",,
Four Stars,4.0 out of 5 stars,Peter pan,Good product for alcohol fuels.,"Reviewed in the United States on April 4, 2018",,
Four Stars,4.0 out of 5 stars,R. Treiterer,great for racing oil,"Reviewed in the United States on June 1, 2018",,
Great Oil,4.0 out of 5 stars,David S Murray,Looks great- a bit pricey though...,"Reviewed in the United States on June 11, 2017",,
Four Stars,4.0 out of 5 stars,Bill S.,Good stuff for 60s cars!,"Reviewed in the United States on January 12, 2017",,
Four Stars,4.0 out of 5 stars,Amazon Customer,"The products meets and exceeds
The expectation","Reviewed in the United States on July 30, 2016",,
Four Stars,4.0 out of 5 stars,William J. Bosse,good oil,"Reviewed in the United States on January 17, 2017",,
Four Stars,4.0 out of 5 stars,Ty,Good stuff for the price its what ive always run in my hot rod,"Reviewed in the United States on April 27, 2015",,
Four Stars,4.0 out of 5 stars,Philip M. Dooley,Nice price on Prime,"Reviewed in the United States on May 10, 2016",,
car runs better. Mg midget is happy,4.0 out of 5 stars,alisha woolery,It's oil.car runs better. Mg midget is happy,"Reviewed in the United States on July 10, 2015",,
One Star,1.0 out of 5 stars,Catsevo,To expensive for one quart,"Reviewed in the United States on August 4, 2014",,
Delivered with a leaking oil container,1.0 out of 5 stars,Mark Johnson,"Not sure who is responsible, but I have a haz-mat spill on my driveway.  Obviously the delivery driver should never have taken this out of his truck - and certainly should not have left it on my driveway as it was obviously leaking.  I'm sure the oil is fine, but at least a quart is now seeping into my driveway and eventually into the Intracoastal Waterway (I live close to the water).  I cleaned it up the best I could - but there's was a lot already soaked in.","Reviewed in the United States on May 3, 2021",,
Ne pas acheter,1.0 out of 5 stars,Thomas Harvey,Acheter un lot de 3 et ne recevoir qu’on bidon… bravo… belle gang de cross… 🤐,"Reviewed in Canada on March 25, 2023",,
Supposed to be 3 containers and only recieved 1,1.0 out of 5 stars,Chris R.,Supposed to receive 3 containers and only received 1. Not very happy,"Reviewed in Canada on September 23, 2020",,
One Star,1.0 out of 5 stars,Amazon Customer,highly rated....,"Reviewed in Canada on May 1, 2016",,
Good Oil,5.0 out of 5 stars,Big E.,High zinc for my flat tappet 60 Buick,"Reviewed in the United States on July 28, 2023",,
"Best price , best air cooled Porsche oil",5.0 out of 5 stars,Damon D.,"All my air cooled 911’s get this oil. Race or street, even the vanagon.","Reviewed in the United States on July 20, 2023",,
Its what goes into my  car as recommended.,5.0 out of 5 stars,Bob M.,I like the oil. Price was better than the stores and no problem with availability.,"Reviewed in the United States on July 19, 2023",,
Excellent oil,5.0 out of 5 stars,Rich Reed,"Use it on an alcohol fed big block chevy, never an issue with milking the oil...","Reviewed in the United States on July 17, 2023",,
Oil,5.0 out of 5 stars,Paul,Works great,"Reviewed in the United States on July 27, 2023",,
Great product shipping not so much!,5.0 out of 5 stars,ERIC BOWLIN,"Oil is great for flat tappet preformance engine, but Oil leaked all In box. About a quart had leaked out. Amazon let me keep Oil and oil pan gasket and refunded both items.","Reviewed in the United States on July 4, 2023",,
Love VR1 oil,5.0 out of 5 stars,Mark Romanofsky,Wouldn't use any other oil.,"Reviewed in the United States on July 23, 2023",,
Arrived 1 day early.,5.0 out of 5 stars,Doyle,Product as expected,"Reviewed in the United States on July 23, 2023",,
Good,5.0 out of 5 stars,aj parsons,Good,"Reviewed in the United States on July 23, 2023",,
Perfect for my GTO,5.0 out of 5 stars,Richard O. Bush,I need this to keep the old car running to peak.,"Reviewed in the United States on July 12, 2023",,
Over charging you,2.0 out of 5 stars,Tye Bradford,"You can get this at O'reilly's for $5/quart, part number RACE10-30","Reviewed in the United States on November 5, 2017",,
"VR1 Racing oil is a great oil, however",2.0 out of 5 stars,David Dennis,"VR1 Racing oil is a great oil, however, the price has gone up considerably on Amazon.","Reviewed in the United States on December 13, 2017",,
