title,rating,username,description,date,image_urls,asin_number,product_url
Leaky container!,1.0 out of 5 stars,philip honeycutt,"Love the oil, but don't order it through the mail. Leaked all over my front porch","Reviewed in the United States on August 12, 2018","https://images-na.ssl-images-amazon.com/images/I/814FfJR7mwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/818OwcgULPL._SY88.jpg",B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
USPS sucks,1.0 out of 5 stars,Charles P.,Product as advertised. No problem with product. USPS left at end of driveway.,"Reviewed in the United States on January 19, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Shell did not honor Rebate,1.0 out of 5 stars,JayM,Shell did not honor Rebate. Automated phone system with NO answers.,"Reviewed in the United States on June 1, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
One Star,1.0 out of 5 stars,Andreas Wurster,in the item description doesnt says that this Oil is for a Diesel Engine.,"Reviewed in the United States on January 25, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Diesel Oil,5.0 out of 5 stars,Sal Geraci,What can you say.  Just did an oil change in my Mahindra 2665 and expect it to run smoothly.,"Reviewed in the United States on June 26, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good oil,5.0 out of 5 stars,John Jones,Great oil good balue,"Reviewed in the United States on April 22, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Diesel oil,5.0 out of 5 stars,Maddcheck,Great oil,"Reviewed in the United States on May 22, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
What an OIL,5.0 out of 5 stars,James Hans,"I have been an AMSOIL guy for years but, when I bought oil from SHELL I am so happy with the oil I will not go back to AMSOIL.","Reviewed in the United States on July 6, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
7.3 Diesel,5.0 out of 5 stars,Eunice Griffin,Use this in my old retired ambulance works great.,"Reviewed in the United States on December 9, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
No issues with it arriving in the mail.,5.0 out of 5 stars,Chris,People are complaining that the oil leaked when they received the package. I have ordered numerous cases of oil from Amazon and have had zero issues!,"Reviewed in the United States on October 26, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Works well in a 37-year old diesel. Car seems ...,5.0 out of 5 stars,D. S.,"Works well in a 37-year old diesel. Car seems to burn less oil than the dino oil, although there are conflicting opinions about using full synthetic in a high mileage vehicle, so this splits the difference very well.","Reviewed in the United States on April 7, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
the best,5.0 out of 5 stars,anthony,"Best oil in my opinion I use it in my 6.4 powerstroke, never had a problem with Rotella oil!","Reviewed in the United States on May 22, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great for Titan XD Cummins,5.0 out of 5 stars,Amber,"Truck ain’t broke down yet. 1,000 miles driven so far. 2018 Nissan Titan XD Cummins.... deleted","Reviewed in the United States on June 19, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good diesel oil,5.0 out of 5 stars,Andy,Used Rotella for years in diesel engines. No problems in the cold also.,"Reviewed in the United States on July 30, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_10%3FpageNumber%3D10%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Love this oil!,5.0 out of 5 stars,Once Bitten,"I use this in my 2005 and 2007 Silverado Duramax trucks with 8,000 mile change intervals.  Best buy around, plus rebate!!!!  I have been using Rotella in diesels for 25 years, and it keeps them running for more than 300,000 miles.","Reviewed in the United States on August 1, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great oil bad rebate,5.0 out of 5 stars,Randy K Brown,I like the oil. It is all I have used in my truck.  But the refund they have is a pain to get. Actually I didn't get it.  If they are advertising a rebate it should be easy to get,"Reviewed in the United States on August 12, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Great oil, Great price",5.0 out of 5 stars,Seth Arnold,"Great oil have never had any issues with it in the past, it is my go to oil for all diesel needs. I also run this in my lawnmower because it holds up better than any other all I have tried and the price is hard to beat.","Reviewed in the United States on January 22, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Priced right, fast delivery",5.0 out of 5 stars,Rebecca S.,"Bought this on amazon for price, fast shipping and sun blend gets 10k before changes and still clean using in my dodge.","Reviewed in the United States on June 7, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
slick,5.0 out of 5 stars,TONY WOLKEN,lawn mower. good price,"Reviewed in the United States on April 6, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Best value,5.0 out of 5 stars,DeanW75234,First oil change since we purchased our used 2000 Ford Excursion 7.3L Diesel. I had already gotten 2 Gallons somewhere else and paid way too much for it. Buying it by the case is the best value.,"Reviewed in the United States on January 20, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
1995 7.3,5.0 out of 5 stars,Bryahna Brewster,"All I run, does great in the low temps and great in the warm temps.","Reviewed in the United States on October 15, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Slippery, cheap, it's a winner",5.0 out of 5 stars,Tobi,"I use this in most of my older gas vehicles, the thickness cuts down on smoke and it's cheap so I love it.","Reviewed in the United States on May 8, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Works good on old engines,5.0 out of 5 stars,Rob M.,"Amazon asked me to rate ""mileage"" and ""longevity"" of this product. Those categories don't really apply here but it's slippery and works well with non diesels that don't have catalytic converters","Reviewed in the United States on September 12, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Exactly what I needed to do oil change on my F250,5.0 out of 5 stars,Patrick L. Linenberger,Only problem when doing oil change on diesel engines is you need 4 gallons of oil to do it. This is the place to buy it.,"Reviewed in the United States on December 28, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_9%3FpageNumber%3D9%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Thanks,5.0 out of 5 stars,Rick R.,Working good in my car,"Reviewed in the United States on July 1, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Best value for the money,5.0 out of 5 stars,Jm2,"Works great in my power stroke, never an issue.","Reviewed in the United States on April 26, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great Oil!,5.0 out of 5 stars,E S Blair,"I only use Shell Rotella in my tractor and truck. Reasonably priced, high quality oil... can't go wrong.","Reviewed in the United States on October 31, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
2017 Ford F-350 6.7 powerstroke,5.0 out of 5 stars,I am a tinkerer,Honestly I'm a big Royal purple duralec Fan but it's really hard to come by where I live and sometimes even online so if I have to trust anything else it is Rotella,"Reviewed in the United States on August 21, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Shell is Quality. For my Powerstroke,5.0 out of 5 stars,TeamLentz,"This is the oil for my 2016 F250 diesel. So easy to order from Amazon, and since it's in the Amazon Garage, it's quick to order. I trust Shell, but actually know little about oil, but see many diesel engine owners use this brand oil.","Reviewed in the United States on July 18, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good,5.0 out of 5 stars,Shrimp,I buy product over and over,"Reviewed in the United States on April 28, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Will buy again.,5.0 out of 5 stars,Bree,Love it..keeps my engine happy,"Reviewed in the United States on May 7, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"It's oil... it works, used it in my lawn tractor",5.0 out of 5 stars,Chris,"It's Shell oil, it's as good as you expect it to be. Even after a season of mowing the oil is not very discolored. Seems to be holding up better than the previous 10w30 dino oil I had in there.","Reviewed in the United States on September 21, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great oil for OPE,5.0 out of 5 stars,Brandon Elbers,"Just like the T6, the T5 is great oil for outdoor power equipment. I run this in all my small engines that require a 30w. The oil has a stout additive package and provides great wear protection for small engines.","Reviewed in the United States on October 29, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
More dinosaurs,5.0 out of 5 stars,Brett,"Great value for the money, a great help with older engines.","Reviewed in the United States on January 14, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
very reliant,5.0 out of 5 stars,R.J,"Our son changes the oil in our cars and my husband says this is top of the line oil, no tapping in the motors and you get a smooth ride and your car will last using this oil. Great oil Thank you and God Bless","Reviewed in the United States on July 30, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great price,5.0 out of 5 stars,Karen ,Awesome price,"Reviewed in the United States on November 19, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Run this in Briggs and Straton engines,5.0 out of 5 stars,DrPhilBedwell,I get less wear and Less dirtying of oil using this. Twice the oil life,"Reviewed in the United States on March 24, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good product and great price,5.0 out of 5 stars,jerry,This was a Ford approved oil for the F250 2017 with the 6.7 liter turbo diesel. It worked well but when I changed oil I moved to the full synthetic Rotella for maximum protection of the darn expensive engine. This oil still did well.,"Reviewed in the United States on July 2, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Solid oil, cleans well",5.0 out of 5 stars,SundownAudio123,Great to keep valve lifters clean and quiet for a few thousand miles in an NA 1.6 Miata. Downside is it that it needs to be replaced sooner than a regular oil beause the detergents degrade over time.,"Reviewed in the United States on March 13, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Awesome product, price and availability",5.0 out of 5 stars,Ken Hodgkins,"Awesome product, price and availability","Reviewed in the United States on August 18, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
That I could get it delivered,5.0 out of 5 stars,craig ebding,For my diesel vehicle,"Reviewed in the United States on August 15, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Send it,5.0 out of 5 stars,Jason,Has all the dinosaur vitamins and minerals that older engines need.,"Reviewed in the United States on April 11, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Excellent engine protection,5.0 out of 5 stars,Francis M.,"This oil is excellent , affordable , and high quality.","Reviewed in the United States on April 8, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Rotella,5.0 out of 5 stars,Brian Koktavy,Rotella,"Reviewed in the United States on October 28, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Oil is just what I wanted,5.0 out of 5 stars,Amazon Customer,Oil works good in the Ford truck.,"Reviewed in the United States on October 5, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
