title,rating,username,description,date,image_urls,asin_number
High quality synthetic oil,5.0 out of 5 stars,Will,"Excellent oil, shipping was prompt, and the price per gallon beats my local stores. Only oil I use in my diesel powered rigs.","Reviewed in the United States on January 23, 2023",,
Retella fan,5.0 out of 5 stars,angela Jensen,I have used Rotella for years. I use this oil in my power stroke 6.7 and it factory recommended grade oil.,"Reviewed in the United States on January 20, 2023",,
Best diesel oil,5.0 out of 5 stars,robert McVicker,Best value in class,"Reviewed in the United States on February 24, 2023",,
Great oil,5.0 out of 5 stars,Bart,Always use this for my cummins,"Reviewed in the United States on February 18, 2023",,
Full service,5.0 out of 5 stars,Steve,"I've trusted Rotella for all my vehicles, I used to use this in my Chevy Duramax but have since sold that truck. I now use the 5W-40 full synthetic in my 2014 Kawasaki Teryx  and have for the last 5 years. I've done a whole lot of research on oils for this ""toy"" and never seem to get a consistent answer. It has the proper ratings but some say it shouldn't be used. I've never had a problem with using it. My side-by-side is primarily used on the street as my daily driver to and from work and when I had a 10,000 mile check at the dealership they mentioned that my clutches and belt was in great shape.
It is a little more expensive than I remember it being but back when I had a diesel truck I just added the extra gallon into the price of its oil change and with the cost of filters and everything else it didn't phase me. Now that I buy it exclusively for the side-by-side I realize how much it costs. However, if you compare this to the cost of an oil change with bottles labeled Kawasaki this is cheap!
I use the Rotella gas truck oil (sold in red bottles) in my cars and SUV's with no issues.","Reviewed in the United States on June 28, 2019",,
Better price than in store,5.0 out of 5 stars,BigMo,Not a lot to compare it to. Seams to work well in our 2017 Ram EcoDiesel.  Price here is better than in stores.,"Reviewed in the United States on December 31, 2022",,
Bought this for my tractor and rtv,5.0 out of 5 stars,J H,This is the best rated oil according to what I’ve read and been told. Used on my farm equipment.,"Reviewed in the United States on January 13, 2023",,
Great oil for Ford 6.0 Diesel engine.,5.0 out of 5 stars,Roger Thompson,"Only issue was how Amazon shipped 4 one gallon containers. They were in a rather thin rectangular box laying on their sides, rather than standing upright the normal way to ship gallon containers. I’m very glad that did not leak.","Reviewed in the United States on February 3, 2023",,
Great lubricant,5.0 out of 5 stars,Charles B.,I have used Shell Rotella T 6 for years in all my motorcycles.  It is durable and long lasting.  I use it in my Honda Goldwing with the dct transmission and the automatic transmission shifts flawlessly.,"Reviewed in the United States on February 14, 2023",,
Very affordable,5.0 out of 5 stars,Gerald Gossett,Way cheaper to do it yourself. Came very well packaged,"Reviewed in the United States on March 25, 2023",,
Changed all my small equipment to this oil,5.0 out of 5 stars,AB,I put this in everything now from street bike to lawn mower. Most small equipment specs SAE30. Even with a 15W rating it is still better cold flow and I figure the 40 is better for the summer. I find less metal flake per oil change in things like a portable generator and pressure washer when running this oil. Just make sure you allow for warm up time on a air cooled motor when running heavier oil.,"Reviewed in the United States on November 30, 2022",,
Liquid gold,5.0 out of 5 stars,Cody l,The oil I use in my Polaris rzr1000xp. Fair price and better quality when compared to Polaris oil. I did pour into a new coolaid pitcher before using because the oil return review on here had me buggin. My oil was normal. Smelled like whisky though. Cheers 🍻,"Reviewed in the United States on January 10, 2023",,
Family and work.,5.0 out of 5 stars,Jeremy Fredrickson ,I use the product for my truck it's with the factory says I need to put in it. It was kind of like the toilet paper thing shell mentioned they're going to have troubles producing T6 and t5 Rotel synthetic people just go and buy as much as they can and then charge astronomical prices for it. But when you need something to keep your vehicle running to go to work to provide for your family you do what you have to do. With this being an issue I went to the local store to get T6 it used to be 25 dollar's. I managed to get one gallon left the store and the guy asked me he would give me $75 for my 1 gallon of oil the United States is falling apart and we as Americans need to stop it.,"Reviewed in the United States on May 24, 2022",,
Great oil for almost anything from diesels to dirt bikes.,5.0 out of 5 stars,Ken K,"My go to oil for Bobcats and pickups and cars, snowmobiles, motorcycles and dirt bikes. If it’s a 4 stroke this is a good oil for it.","Reviewed in the United States on February 4, 2023",,
Ram towing,5.0 out of 5 stars,Bull Rider,I tow 12k pound toy hauler with my Ram 2500 turbo.  Decided to move to Rotella and it's made a difference.  Engine sounds and runs smoother.  I change the oil every 5k miles.  Runs cooler.,"Reviewed in the United States on January 19, 2023",,
Rotella T6 Synthetic Diesel Oil,5.0 out of 5 stars,Gary R.,"It’s been around for a long time.  Name brand, quality diesel oil.  What’s not to like.","Reviewed in the United States on February 21, 2023",,
MY Discovery 2 Likes it.,5.0 out of 5 stars,1972Bigdaddy,I've run alot of oils recommended beyond the factory RAVE manual. And this formula has proven to be the top performer at this weight. NEW England mixed weather. I change oil for summer and winter.  No leaks yeah tell me about it. 128k still going strong.,"Reviewed in the United States on December 8, 2022",,
5 estrella 🌟🌟🌟🌟🌟,5.0 out of 5 stars,Amazon Customer,"Es lo mejor ,con uno solo resolví lo recomiendo a todos lo que tienen Duramax turbo diesel 👍👍👍","Reviewed in the United States on April 13, 2023",,
It synthetic,5.0 out of 5 stars,ALS,Excellent diesel motor oil,"Reviewed in the United States on April 26, 2023",,
Buy 100%,5.0 out of 5 stars,The Reviewer,"Get bang for you buck !!
3 gallons for $70
100% worth the money
Used on 2015 6.7 Cummins","Reviewed in the United States on April 8, 2023",,
"Outrageous value, read for motorcycles, specs below",5.0 out of 5 stars,S. B.,"Works superbly in my 2003 Suzuki SV650. Highly recommended. I can't believe how smooth my bike now clicks into gear, revs out, and up/down shifts vs. other oils.
Just to repeat what a lot of people know (and DON'T know) about this oil; its actually JASO DH-2 & MA/MA2 approved and has the stamp on the bottle to indicate it’s for motorcycle use. That means it’s safe for dry and wet clutch applications.
Here's the current properties per Shell at the date of my original post for nerds like me:
>ROTELLA T6 5W-40
Kinematic Viscosity @ 40C mm2/s ASTM D445 90
Kinematic Viscosity @ 100C mm2/s ASTM D445 14.9
Dynamic Viscosity  @ -30C mPa s ASTM D5293 6300
Total Base Number (TBN)  [ mg KOH/g ASTM D2896] 10.2
Sulfated Ash %  ASTM D874 1.0
Density @150C kg/l  ASTM D4052 0.846
Flash Point (COC) 0C ASTM D92 233
Pour Point 0C ASTM D97 -51
...And if you dig around T6 5w-40 is Volvo VDS-4 certified. So while Shell does not officially publish this, it must have a HTHS viscosity (Greater than) >3.9cP to meet this spec.
—— 1 Year update ——-
One year and (2) T6 changes later; the bike has never run as well or shifted as smooth. All winter and into the spring/summer (very mild a swing of only 40F to 80F ambient) my bike is never reluctant to upshift or downshift as it should, even cold. After 3k miles of brisk commuting everything felt great just before changing out the oil. T6 is proving to be unbeatable moto oil, and for so cheap!","Reviewed in the United States on August 29, 2020",,
?????,5.0 out of 5 stars,Doug Lafrenz,Great stuff the only thing I’ll use for my Cummins I burn less DEF with this stuff,"Reviewed in the United States on March 31, 2023",,
Good value,5.0 out of 5 stars,Travis,"Cheaper than I could find it locally. My only comaint is one of the jugs had been hit near the cap and was leaking a little when it arrived. Not much oil was lost, and no fault of the manufacturer.","Reviewed in the United States on February 21, 2023",,
Excelente,5.0 out of 5 stars,orson lopez,Excelente,"Reviewed in the United States on April 25, 2023",,
"Calling all Saab, Subaru, and other high turbo/rugged cars!",5.0 out of 5 stars,Amazonian,"This is the BEST oil you can get stateside for Saabs, Subarus, along with other forced induction cars.  Its marketed as a ""HEAVY DUTY DIESEL OIL"" but... dont be alarmed folks, this merely applies to the ADDITIVE PACKAGES that are added into this motor oil. Diesel engines generally require much higher lubricity and wear protection vs standard gasoline engines (glow plugs, carbon soot, etc) BUT this oil works wonders on our turbocharged cars.
Dont be worried about the 5W-40 oil grade designation as the oil behaves more like a ""0-weight"" oil (such as the factory specs of my Saab and other newer turbocharged cars calling for Mobil 1 0W-30 or 0W-40). I believe the call for Mobil 1 0W-30/40 oils are pure AUTOMOTIVE POLITICS due to GM destroying Saab and leaving loyal enthusiasts with a sad turn of events since the recession. Long story short, u wont find other 5W-40 oils stateside as its uncommon but has a broader range of applications across a WIDE VARIETY OF CONDITIONS (extreme cold, heat, etc).
I have a Stg 3 Saab 9-3 2.0T Aero and only use this oil for my oil changes. Normally I'm the type to follow the owners manual to the point but on the forum known as Bob is the oil guy aka  ""BITOG"" (only source of diehard motor oil enthusiasts who actually perform tests between various oils and even offer oil analysis results (such as from Blackstone Labs), Shell Rotella T6, Techron, and MMO all receive high remarks and ratings. Surely these brands are doing something right if results can be tested for the truth.
Conclusion: if you wanna prolong your special turbocharged cars and minimize future engine problems: A bottle of Shell Rotella in your crankcase with a bottle of Techron Fuel System cleaner will keep that pesky overcharging mechanic away! Oh and if you're making more power with smoother engine operation then it merely shows your engine is HAPPY. Try out Shell Rotell folks. Only other oils I'd recommend is German Castrol aka GC which are special oils Made in Germany and are FAR SUPERIOR to the Castrol oils we get here (Ive confirmed the formulations differences with Castrol GMBH of Germany, its true). Sad, Europe gets the best fluids for the best cars while we get... Autozone lol","Reviewed in the United States on October 19, 2018",https://images-na.ssl-images-amazon.com/images/I/81DJ83DKbnL._SY88.jpg,
Motorcycle Oil,5.0 out of 5 stars,Alejandro Castillo,"After a few months of running it...
Works perfectly with a BMW K Bike. Engine runs cooler and quieter. There also has been a slight increase in performance since I've used it. Eventhough this is synthetic oil, there has been no clutch slippage.","Reviewed in the United States on January 26, 2023",,
Exactly what I needed.,5.0 out of 5 stars,120 Engineer,"*This IS the oil you need for a VW diesel.***
**Lower price than big box stores sells it for.**
***Arrived very quickly.***","Reviewed in the United States on March 5, 2023",,
"Best oil I've run, just don't buy here.",4.0 out of 5 stars,S. McEwen,"I've run this oil for over 15 years in various diesel engines, and have 0 complaints. One engine, a V8, had 200k miles on it and still looked brand new in the bottom end. Do yourself a favor and buy some! Do yourself another favor and don't pay Amazon's premium prices. You can find it for 1/2 the price elsewhere...","Reviewed in the United States on November 21, 2022",,
Use in winter only duramax 2500...,4.0 out of 5 stars,Clifton Collins,"Winter oil for 2500 duramax 2014
Run 10.000 miles. T6 only
No issues
15/40 summer oil hot mo the over
Price is about 50 $ diff on 2.5 gallon","Reviewed in the United States on September 1, 2022",,
Best value for money,4.0 out of 5 stars,Ethan Person,"While it does not perform as well as the well known brands in the motor oil world, I believe this is the best value for the money. It needs to be replaced at a lower mileage than alternatives, but you can buy 3+ gallons of this for the price of 1 gallon alternative. I'll stick with this product.","Reviewed in the United States on January 15, 2021",,
2013 Suzuki Boulevard M109r,4.0 out of 5 stars,Moe,I heard a lot good feedback about this type of oil. I switched from buy motorcycle expensive oil to this one,"Reviewed in the United States on August 14, 2019",,
Great,4.0 out of 5 stars,Nameloc,"Great buy for me.  It is the oil I use in my eco diesel and the price, at 20 bucks  is the best I can get.","Reviewed in the United States on December 2, 2017",,
I like it.,4.0 out of 5 stars,Sam wudu,"I use it for 2006 freightliner columbia 14L. 10 gallon one time use every 12,000kmi.","Reviewed in the United States on April 10, 2021",,
Why does it cost $53 per gallon?,1.0 out of 5 stars,Forgiven,This price is a rip-off.,"Reviewed in the United States on February 20, 2022",,
Overpriced,1.0 out of 5 stars,Jorge Felix,If you buy in bulk why it cost more? You are paying more than $30 bucks per gallon,"Reviewed in the United States on December 15, 2019",,
Why would you pay twice as much for this when ...,1.0 out of 5 stars,Amazon Customer,Why would you pay twice as much for this when you can get individual gallons for the cheapest. It makes no sense,"Reviewed in the United States on March 20, 2018",,
40 buck a gallon are you kidding,1.0 out of 5 stars,Dan,40 buck a gallon are you kidding,"Reviewed in the United States on October 21, 2021",,
Price!,1.0 out of 5 stars,Raymond,You guys are getting wrecked on the pricing. 55 gal drum comes out to $27 a gallon lol. walmart for T6 is only $19 if you buy the 5 gallon pale.,"Reviewed in the United States on February 12, 2020",,
Price guaging ripoff,1.0 out of 5 stars,Shaun Miller sr,1 star because I can go to a local farm store and buy a 2.5 gallon for $40,"Reviewed in the United States on March 25, 2019",,
Bottle Contained Mostly water,1.0 out of 5 stars,KIp  Boyechko,"Amazon shipped me a customer returned bottle of the oil which had been contaminated with water, used it for an oil chance without realizing, after the engine stopped running it was taken to a mechanic which pulled 2 litres of water out of the engine ( there is no other way water could have gotten into the engine, machine was parked inside, it died on its first run 300m from start at -10 C) the engine is now destroyed. Amazon keeps telling me they will investigate, but never get back to me, great customer service on this one, not!","Reviewed in Canada on April 2, 2021",,
Costly purchase,1.0 out of 5 stars,El Rey,Item is waaay overpriced!,"Reviewed in Canada on June 24, 2021",,
"Over Priced, Only 1 US gallon",1.0 out of 5 stars,Mark,"Over Priced, Only 1 US gallon","Reviewed in Canada on November 13, 2020",,
de ne plus avoir affaire avec de tel vendeurs malhonnetes,1.0 out of 5 stars,Denis chabot,il décrit lot de 3 flacons  j en recois 1 flacon,"Reviewed in Canada on July 11, 2020",,
Ship then in there original case!,5.0 out of 5 stars,BC from indiana,"Order ten, got nine thrown into a huge box instead of original case packs.
Great product. Stupid repack. One fell out which they credited back.","Reviewed in the United States on May 1, 2023",,
Great for my 6.6 Duramax,5.0 out of 5 stars,Alpha_whiskey,"I have been in the market for some better synthetic oil, and I have had Rotella recommended to me a few times, and have read positive reviews in the past. I just upgraded my pickup to a Duramax and this engine oil fit the build for what I was looking for. So far, I have noticed a few good things. First, I seem to actually be getting higher gas mileage. I mainly drive highway, so my MPG is easy to keep track of. Overall, I have noticed a 3-5 MPG positive increase since I swapped out my old engine oil. Second, my turbo’s sound more quiet than before. Rotella claims to have a good effect on turbo performance and I can see that in real time. All in all, with the few things that I noticed immediately, I would recommend Rotella full synthetic to anyone looking to upgrade or look for an oil that may play a role in their engines longevity and performance.","Reviewed in the United States on October 31, 2022",,
Powerstroke runs smoother,5.0 out of 5 stars,Justin Nobriga,"My 2004 f350 6.0 starts more easily and much quicker too! It runs smoother and sounds quieter. It’s a much happier engine on Rotella T6. I did switch from 15-40w to 5-40w because it’s colder here now in February.
Also, make sure and use the  Motorcraft 2016 filter too! These engines enjoy full synthetic oil and run best on Motorcraft parts. When you deviate from this game plan, they can become clackity clackity and noisy and don’t seem to turn over as quickly in the cold mornings.","Reviewed in the United States on February 5, 2023",https://m.media-amazon.com/images/I/71swN6ztJZL._SY88.jpg,
best oil for diesel engines,5.0 out of 5 stars,Kindle Customer,"this is the best stuff for my F250 7.2L diesel truck, increased mileage, start-up is easier, motor is quiet as well","Reviewed in the United States on April 29, 2023",,
Always good to have good oil.,5.0 out of 5 stars,Amazon Customer,Works well. Will purchase again.,"Reviewed in the United States on May 13, 2023",,
Convenience to your door,5.0 out of 5 stars,AJay,Husband asked for some of this for his tractor.  He was happy!,"Reviewed in the United States on May 4, 2023",,
Great oil,5.0 out of 5 stars,rich,Used it in my arctic cat 4wheelers. No issues. 👍,"Reviewed in the United States on April 27, 2023",,
The best oil for my Dodge Ram 2500 Cummins,5.0 out of 5 stars,Bryan,It's worth every penny!!,"Reviewed in the United States on May 4, 2023",,
Rotella t6 is my go to oil for my 2014 Kymco xciting 500 maxi scooter.,5.0 out of 5 stars,memphisyankee,Good  oil.,"Reviewed in the United States on May 12, 2023",,
Oil,5.0 out of 5 stars,KIRT BORDELON,Like the oil got here fast. Did not like that the oil was left out on street next to trash can.,"Reviewed in the United States on April 6, 2023",,
Four Stars,4.0 out of 5 stars,Mitchell,Good price using it my 4-strike dirt bike.,"Reviewed in the United States on July 9, 2018",,
++++,4.0 out of 5 stars,Omdahl's,recommended by a trucker friend... best price I could find on the net....,"Reviewed in the United States on October 26, 2017",,
Still a decent price,4.0 out of 5 stars,Placeholder,Price was amazing two days later jumped almost five bucks.,"Reviewed in the United States on December 28, 2017",,
Good stuff.,4.0 out of 5 stars,Mario Hamel,"Been using it for years, works fine in my 2003 Suzuki Intruder.","Reviewed in the United States on July 14, 2017",,
Four Stars,4.0 out of 5 stars,Gonzalo Quintero,Ok,"Reviewed in the United States on October 11, 2018",,
Four Stars,4.0 out of 5 stars,Amazon Customer,Did the job!,"Reviewed in the United States on July 11, 2018",,
Four Stars,4.0 out of 5 stars,brett h.,Works good in my 2008 f250,"Reviewed in the United States on August 12, 2017",,
Four Stars,4.0 out of 5 stars,Abel Garcia,Buen producto,"Reviewed in the United States on November 15, 2017",,
Four Stars,4.0 out of 5 stars,patrick washer,Good price,"Reviewed in the United States on November 14, 2017",,
Four Stars,4.0 out of 5 stars,andy,Good,"Reviewed in the United States on December 30, 2017",,
Negligence,1.0 out of 5 stars,Amazon Customer,"
                    The media could not be loaded.
                
 I order 3 case of rotella and out of three i received only two so i missing one now i have wait again for missing case","Reviewed in the United States on January 5, 2020",,
"BEWARE, NOT FOR VEHICLES, ONLY FOR DIESEL ENGINES IN TRUCKS AND FARM EQUIPMENT.",1.0 out of 5 stars,AmazonLover999,This is not for vehicles. It is for diesel trucks. Don't believe the reviews ask your mechanic. Mine laughed.,"Reviewed in the United States on June 15, 2018",,
Too much money,1.0 out of 5 stars,Amazon Customer,Too much money,"Reviewed in the United States on January 16, 2020",,
Rebate is a Scam!,1.0 out of 5 stars,crowdfizz,Shell rejected my rebate for no reason. What a scam.,"Reviewed in the United States on December 28, 2018",,
One Star,1.0 out of 5 stars,John Anderson,The top of the lid was unscrewed and the oil leaked all over the box,"Reviewed in the United States on April 24, 2018",,
did not ship amount order,1.0 out of 5 stars,Debbie,only received half of order,"Reviewed in the United States on May 3, 2019",,
I didn’t like,1.0 out of 5 stars,cosmin,No no no,"Reviewed in the United States on July 1, 2019",,
Rotella T6 BLEW my 2011 STi turbo updated,1.0 out of 5 stars,The Amazing Hart,"2011 Stage 2 Sti. Cobb SF, downpipe, Grimmspeed TMIC, AOS with cusco catch can. DW 65 fuel pump, Apexi N1 Titanium exhaust.
I’ve been doing a lot of reading about the T6 been good for Subarus but I just wanted to issue a word of warning. I had less than 1000 miles on the Rotella oil change And one day out of nowhere I started noticing this burning suites think every time I went under boost. Then the next day I started noticing gray smoke coming out of my exhaust directly after boost. So obviously I’m freaking out do I have ring land failure or or my turbo seals shot?  So I freaked out put the stock TMIC and BOV back on. Even more smoke.....
Finally I’ve excepted the fact that something is very very bad in my engine and I start disassembling the car to put it back to complete stock.  Before I get to the downpipe I decide I’m going to go back and try some mobile1 5-30 because for one Rotella T6 will void your warranty. So I do the oil change with an OEM filter and buy some miraculous and thankful coincidence all the smoke and stink went away. First I tried economy mode map and it ran great so then I went back to stage 293 octane and easily pulled 17 pounds. No smoke no stank. When we change the oil it came out burnt beyond recognition had air bubbles in it and possibly water which made it lose all protection and bypass all my rings and blew back all the way through to the catalytic converter. Some people swear by this oil but I just want to put this out there to everyone to be very very careful because I almost lost my baby. So now I’m going to run the mobile one for a couple hundred miles and then switching over to Motul 8100 x clean.
I cannot figure out how on auto so good could burn out and lose all viscosity under 1000 miles to the point It could’ve killed my car. So now we’re going to have to go through with an inspection camera and a full compression leak test just to be safe.
So I’m closing my advice is to stick to what Subaru tells you to run And don’t take advice off the Internet
Updated: Turbo is gone. Died today merging onto interstate. No check engine or codes. Just went to boost and started bucking and backfiring. No power at all.  Thanks Shell!!!!!","Reviewed in the United States on July 10, 2018",,
Horrible,1.0 out of 5 stars,Connor L.,Horrible,"Reviewed in the United States on November 26, 2018",,
Rotella's in excellent oil. Asking price is ridiculous,1.0 out of 5 stars,Don,This is an excellent oil. I would have no problems using this. The issue is that the asking price is ridiculous for 5 gallons. Typical price for two and a half gallons is about $50 to $60.,"Reviewed in the United States on December 1, 2021",,
