title,rating,username,description,date,image_urls,asin_number
Best engine oil so far,5.0 out of 5 stars,LeoL,"I got 2020 rav4 hybrid. I drove my car around 8000 miles a year and I change the engine oil same time every summer. This mobile 1 engine oil is perfect for my need which has guaranteed to 10,000 miles a year. The auto store will charge $75 with oil change, this can save you half price if DIY. Highly recommend!","Reviewed in the United States on June 12, 2023",,
Great quality,5.0 out of 5 stars,Salgadö,Got this cause it was on special. Honestly you can't go wrong with Mobil. We definitely recommend.,"Reviewed in the United States on July 4, 2023",,
"Delivery to long, expensive",4.0 out of 5 stars,Rohm L.,"Like product, dislike price","Reviewed in the United States on August 22, 2021",,
Absolutely the lowest price.,4.0 out of 5 stars,johnfcon,"Figure the price at the ""oil change place"", or the discount price at the big chain auto parts store. No, I don't like changing my oil, so the kid next door does it when he comes over to mow the lawn. Lawn, every week. Mobile 1? Once a year, because I don't even get 6-7k on the clock in a year.","Reviewed in the United States on September 25, 2017",,
"The oil still looks good, although over 15",4.0 out of 5 stars,Justin Webb,"I've used Mobile 1 exclusively in my 2013 ford focus changing the oil when the light comes on. At 70,000 miles I switched to the Extended Performance blend as I put a lot of miles on and am looking forward to extending the drains. Just about to do the first change at 85,000 miles. The oil still looks good, although over 15,000 miles I did have to top off a total of a quart.","Reviewed in the United States on May 22, 2016",,
I try to take as much care for my car as possible and I feel like my car runs the best on this oil,4.0 out of 5 stars,Amazon_addict,The only oil I use for my 2014 Elantra. I try to take as much care for my car as possible and I feel like my car runs the best on this oil. I have tired other oils which I find my car to run louder than when I use this oil. I will continue to use this oil for my present and future cars.,"Reviewed in the United States on January 10, 2017",,
4 star,4.0 out of 5 stars,Bibliofan S,"Very good Synthetic Oil, good prices","Reviewed in the United States on June 19, 2021",,
Synthetic at a bargain,4.0 out of 5 stars,Nozama MaMa,Great value for synthetic,"Reviewed in the United States on July 31, 2021",,
Good Product,4.0 out of 5 stars,Amazon Customer,Use this oil in two of my vehicles along with Mobil 1 oil filters. I drive each of these vehicles between 7K & 8K miles per year and change the oil annually. I'm confident from reviews and reports on these products that they are as good as any I'm likely to find. I've not had any problems so far.,"Reviewed in the United States on March 7, 2017",,
"Amazon Prime...good price, free shipping......",4.0 out of 5 stars,gmsky,"This is good oil. and I got it for less than 23$ each. Have a Saturn Sky and a Buick that like it. Amazon Prime price and free shipping, so I have no idea how ""regular retail"" auto parts stores survive now........well I guess they have to make it only due to emergent issues people have.","Reviewed in the United States on October 11, 2017",,
Not sure I'm getting 5 quarts in a 5 quart ...,4.0 out of 5 stars,Jo,"Not sure I'm getting 5 quarts in a 5 quart jug.  I didn't check but, my Honda CR-V requires 4.4 quarts including the filter.  I used the whole 5 quart jug and was still half a quart low.  ???  I will check to see how much is in a 5 quart jug next time.","Reviewed in the United States on September 15, 2017",,
The oil it the best,4.0 out of 5 stars,cheomary25,Good motor oil,"Reviewed in the United States on July 14, 2021",,
One Star,1.0 out of 5 stars,Mr. Mslm,Don't buy this product  because it is too expensive,"Reviewed in the United States on October 3, 2015",,
FAKE OIL,1.0 out of 5 stars,David Chatterton,This is not genuine Mobil Synthetic.,"Reviewed in the United States on March 29, 2023",,
One Star,1.0 out of 5 stars,thu,Im not see why,"Reviewed in the United States on November 11, 2016",,
seller didnt prepare product correctly.,1.0 out of 5 stars,James Willett,was leaking when arrived,"Reviewed in the United States on July 29, 2015",,
All 2019-2022Toyota RAV4 call for 0w16 oils,1.0 out of 5 stars,steven w greeson,"All newer Toyota RAV4 and many other models of Toyota automobiles only allow the use of 0w16 motor oils!  They claim if it can’t be found we can only use 0w20 for emergency purposes, and to change it back to 0w16 as soon as possible!  This could void your warranty!  Wish you made a 0w16 full synthetic!","Reviewed in the United States on February 14, 2022",,
DOESN’T COME WITH FILTER,1.0 out of 5 stars,Ivan F.,"It doesn’t make sense, why wouldn’t it come with the filter already?? Buy it at an autozone better.","Reviewed in the United States on June 1, 2022",,
Synthetic,1.0 out of 5 stars,bee,"Two weeks ago I seen this for $22 and change, when I wanted to buy it it jumped up to $42 so of course I did not buy it, buyers beware when you put something on the wish list you can bank on a price increase, this happened many times to me, also I understand that this oil is not a real Synthetic oil, it's made from CRUDE oil...","Reviewed in the United States on October 5, 2021",,
Prices,1.0 out of 5 stars,minh triet ngo,the oil is great however the cost is costly. It's $27 in walmart,"Reviewed in the United States on February 18, 2022",,
Burns too easily,1.0 out of 5 stars,Yumi Wolf,Would give this zero stars if I could. This oil burns too much and I had to change it at 1000 miles because it was so dirty. I paired this with Mobil 1 extended performance filter. My regular change interval is 3750 miles. Not worth your money. I have had a better experience with Castrol synthetic.,"Reviewed in the United States on July 30, 2020",,
Does NOT ship to Mexico,1.0 out of 5 stars,vacation,Does NOT ship to Mexico,"Reviewed in the United States on March 11, 2022",,
Best over the counter oil on the market,5.0 out of 5 stars,jeff turlington,I've always used this brand of oil to protect all my vehicles needs.,"Reviewed in the United States on July 16, 2023",,
Ultimate Choice for High-Mileage Engines,5.0 out of 5 stars,Nazar Nasirzada,"I purchased Mobil 1 Advanced Full Synthetic Motor Oil 5W-30 in May 2022, and it has been about 6,200 miles since my last oil change. I must say that I am highly satisfied with this product.
As my car has 99,000 miles on it, I wanted an oil that could provide my high-mileage engine with superior protection, and Mobil 1 Advanced Full Synthetic Motor Oil has definitely delivered. The oil comes in a 5-quart container, which is perfect for a single oil change, and it is extremely easy to pour.
One of the best things about this oil is its longevity. Despite the 6,200 miles on the oil, it still looks clean and has not broken down, which is a testament to its superior quality. This means that I can go longer between oil changes, which is not only convenient but also saves me money in the long run. If you have a high-mileage engine and are looking for superior performance and protection, I highly recommend this oil.","Reviewed in the United States on April 19, 2023",,
Excllent oil for Toyota CHR.,5.0 out of 5 stars,Imran Khan,I started to change my own oil after the dealerhip oil would turn blck quickly. This oil does not change color and best for cold starts and cool tempreatures. Has been preforming awesome. Best fuel mileage ever.,"Reviewed in the United States on July 3, 2023",,
Great oil,5.0 out of 5 stars,E Lipkovitch,Great oil at a great price !,"Reviewed in the United States on July 11, 2023",,
Great 👍 oil,5.0 out of 5 stars,Peter,Always reliable,"Reviewed in the United States on July 15, 2023",,
good price.,5.0 out of 5 stars,Amazon Customer,The best.,"Reviewed in the United States on July 12, 2023",,
It's oil,5.0 out of 5 stars,Jay,Definitely oil.,"Reviewed in the United States on July 18, 2023",,
Great price,5.0 out of 5 stars,Farmboy402005,Works great,"Reviewed in the United States on July 12, 2023",,
Great product,5.0 out of 5 stars,Orlando Rodriguez,Great product,"Reviewed in the United States on July 21, 2023",,
Excelente precio,5.0 out of 5 stars,Amazon Customer,Buena calidad,"Reviewed in the United States on July 12, 2023",,
Been using Mobil 1 for decades; now on my 'Vette GS.  Very happy with results.,4.0 out of 5 stars,futbolref,"I've been using Mobil 1 since it was first marketed.  I've never had a single oil-related issue with any of the multiple cars I've used it on.  It's great for turbochargers where it completely eliminates any coking issues.  The German car purists say it doesn't meet German 'standards' but I think what it doesn't do is meet the German OEM's fantastic profit margins.  I've used it on numerous BMWs, my son on Audis.  Very satisfied with the entire Mobil 1 line.","Reviewed in the United States on May 3, 2016",,
"Mobil 1 120764 Synthetic Motor Oil 5W-30, 5 Quart",4.0 out of 5 stars,Joe Biker,"I use full synthetic motor oil for it's improved flow @ low temps (compared to conventional oil) as well as it's resistance to breaking down @ higher temps...have even gone 4-5K miles on it, when I usually change conventional oil @ 3K miles..
shop for best price on this, sometimes it's on Amazon, sometimes found locally for less.","Reviewed in the United States on March 19, 2019",,
Its good oil,4.0 out of 5 stars,James Keller,To much money,"Reviewed in the United States on December 21, 2021",,
Great,4.0 out of 5 stars,Jess C,Good stuff,"Reviewed in the United States on January 3, 2022",,
But I can't prove it works better than any other conventional or synthetic oil,4.0 out of 5 stars,Glen W,I have been using Mobil 1 and other synthetic oils for 25 plus years. But I can't prove it works better than any other conventional or synthetic oil.  I do feel it's a good idea to use it and it gives me piece of mind. I really can't say it performs better or worse.  So it's not an easy thing to rate accurately.,"Reviewed in the United States on December 28, 2017",,
Testing,4.0 out of 5 stars,Michael Elmlinger,"I like the concept of synthetic oil but for me the jury is still out. After much research into the pros and cons of synthetic oil I thought I'd give it a try in my 2004 Jeep Grand Cherokee with 75,000 miles. Even though I bought a 10,000 mile filter I'm planning on changing the oil at 6,000 miles. I don't want to push it on the first go at it.","Reviewed in the United States on June 12, 2017",,
Most of my clients depend on it .,4.0 out of 5 stars,Tarek,Longer lasting use,"Reviewed in the United States on October 30, 2021",,
Good price compared to local stores.,4.0 out of 5 stars,anniemary,What's not to like.  Oil is oil!,"Reviewed in the United States on July 1, 2021",,
No No No,4.0 out of 5 stars,liveinatree,"Product is ok, but not happy with the Sbscription Program. Price for first time is great, but when it is time for the next shipment the price goes up, Higher than what I can get a similar product at Walmart. I thought the convenience would be great, but not when the prices go up. I had read reviews that said the same thing. I tried the program, but will not use,glad iread the price s for the next order. I  have cancelled my subscriptions.","Reviewed in the United States on September 5, 2014",,
... far as oil goes Mobil1 is one of the best. I gave 4 stars because for the viscosity ...,4.0 out of 5 stars,Jessie James,As far as oil goes Mobil1 is one of the best. I gave 4 stars because for the viscosity my car needs I don't really have many choices so this is what I have to buy. The price was fair but I have found that I can find it on sale at the auto parts store and spend less than on Amazon.,"Reviewed in the United States on September 9, 2017",,
One Star,1.0 out of 5 stars,Amazon Customer,We’re good engine oil but I receive damaged package.,"Reviewed in the United States on December 27, 2017",https://images-na.ssl-images-amazon.com/images/I/71UWs9qfGDL._SY88.jpg,
WASTE,1.0 out of 5 stars,gixxer,"FEELS CHEAP, END FELL APART ALREADY. WASTE OFMONEY","Reviewed in the United States on October 10, 2017",,
One Star,1.0 out of 5 stars,HB,"arrived with a cracked edge, clunky at the bottom.","Reviewed in the United States on November 9, 2017",,
Recommend Quaker State 'Defy' as a much better alternative,1.0 out of 5 stars,Curt,Company cares nothing for the environment!  Recommend Quaker State 'Defy' as a much better alternative!,"Reviewed in the United States on July 18, 2016",,
Cheaper elsewhere,1.0 out of 5 stars,Happy Mama to 9,"This is the only oil I use, I should have checked competitors price before I bought it, much cheaper.","Reviewed in the United States on November 29, 2014",,
One Star,1.0 out of 5 stars,Has,Not good. Very bad.,"Reviewed in the United States on March 17, 2018",,
late,1.0 out of 5 stars,bruce m.,Was delivered 2 days late. Nothing wrong with the product,"Reviewed in the United States on March 29, 2017",,
One Star,1.0 out of 5 stars,kevin,Never got my oils and never buy this again.,"Reviewed in the United States on June 10, 2016",,
One Star,1.0 out of 5 stars,supportBALK,open tape,"Reviewed in the United States on October 2, 2017",,
Joke,1.0 out of 5 stars,Matthew,"Everyone needs to understand that here in the U.S any oil company can use class 3 oil and claim full synthetic. People believe mobil 1 is the best oil out there because its sold everywhere but in fact its always 3rd to dead last on 3rd party testing. If you truly want a 100% synthetic then you want Amsoil! This stuff is just alittle harder to find just order from a dealer or order online. Everyone uses base stock oil but its the additives they use that makes oil extremely good. Dont ever take anyone's word including myself, just get online and search oil testing. Then you will understand and see who makes the best synthetic oil out there. Im only on here looking for a 5qt until i get my order from amsoil. Just reading what people say makes me laugh and upset because i hate people who lie! Do your research and make the right choices when it comes to the best oil on the market.. hope these helps people..","Reviewed in the United States on February 4, 2022",,
Its motor oil,5.0 out of 5 stars,Tauan De Almeida,Engine is still running,"Reviewed in the United States on August 4, 2023",,
Mobile 1,5.0 out of 5 stars,Larry,Love this oil.,"Reviewed in the United States on August 4, 2023",,
Oil,5.0 out of 5 stars,Rebecca Sanchez,Exactly what I ordered,"Reviewed in the United States on July 19, 2023",,
The extended synthetic is almost a secret now,5.0 out of 5 stars,Mr Buy from Amz,"It's harder to find the extended 20k full synthetic, all the oils locally and the majority sold online are 10K rated. This means that the level of oil they're using is of lower quality but still passes for full synthetic tag. There are even lower grade full synthetics now that are even cheaper and I do believe they are decent for most but if you want the best in protection for whatever reason, extended performance full synthetic has the best protection because of the higher grade synthetics used.
Stock up!","Reviewed in the United States on June 6, 2023",,
Good oil,5.0 out of 5 stars,Jose Choy,Like it good oil,"Reviewed in the United States on July 20, 2023",,
Aceite Mobil,5.0 out of 5 stars,Amazon Customer,Ése aceite es de mejor calidad que otros probados anteriormente por el uso del vehículo lo cambio cada 3500 km y ése es de los pocos aceites que me funciona,"Reviewed in the United States on July 4, 2023",,
Motor oil,5.0 out of 5 stars,Kd,"Very good price on Mobil one 0/16, motor oil.","Reviewed in the United States on July 18, 2023",,
Mobil 1,5.0 out of 5 stars,M&J,love this oil,"Reviewed in the United States on July 24, 2023",,
It’s oil.,5.0 out of 5 stars,Amazon Customer,It’s all oil. Put this in our 50k mile jaguar fpace. Worked fine,"Reviewed in the United States on July 6, 2023",,
Some of the best oil,5.0 out of 5 stars,Mike,"I use this everytime I do an oil change, it works like it says","Reviewed in the United States on July 3, 2023",,
Nice Motor Oil,4.0 out of 5 stars,HikingInSierras,Nice motor oil.  Use on my E46 BMW 3-Series.,"Reviewed in the United States on March 27, 2022",,
"""extended"" life oil",4.0 out of 5 stars,James,"For me I generally like to lean towards the side of caution and change my oil when the sensor kicks and tells me to change it on the HUD.  Ran this oil in 5W-20 with a K&N high performance filter and it lasted about 3200 miles and 4 months before I got the oil change message. Pros:
easy starts always
didn't really burn any oil
Cons: didn't last 15000 miles as advertised
*I could have just reset the oil sensor and ran the full 15000 miles but like I said I like to be cautious when it comes to vehicular maintenance.","Reviewed in the United States on August 9, 2016",,
"Not BMW LL01 Approved Anymore, But Still Great Oil.",4.0 out of 5 stars,Phelan Trinh,"I always use Mobile 1, but just a note for those BMW owners that care; Amazon is stocking the newest formulation which isn't BMW LL01 approved anymore. Personally, I don't mind (lots of factors that us auto guys all don't need to go into), but just thought everyone should know. I heard that this is still the OEM stuff they use for Audi, Mercedes and Porsche. You can probably find the BMW approved stuff as old stock somewhere (look for BMW on the front as a listed manufacturer).","Reviewed in the United States on December 30, 2017",,
Recommend.,4.0 out of 5 stars,Amayzun,Great product.  Recommended.,"Reviewed in the United States on February 22, 2022",,
I THINK it is pretty good,4.0 out of 5 stars,BWH,"After checking online, researching forums, and asking mechanics, I decided on Mobile 1 for my Subaru. I've been quite satisfied with it, but could not legitimately say whether it has provided more benefit to my car's engine than another brand of oil could. It is impossible for me to quantify its effectiveness, so I can only rate it 4 stars based on the fact that though I've never had any issues with it and my car seems to be running well with it, I'm just not sure whether it is in fact better than lower cost alternatives.","Reviewed in the United States on September 4, 2016",,
Good For my 1991 Toyota Corolla WGN. 4AFE Engine.,4.0 out of 5 stars,Bruce S.,Available when I had a hard time finding elsewhere.,"Reviewed in the United States on January 5, 2022",,
Good,4.0 out of 5 stars,angel,Good value,"Reviewed in the United States on February 20, 2022",,
"OK, but won't but anymore.",4.0 out of 5 stars,H J S,"Kept the engine lubricated for a year.  Our plug in hybrid tells us when to change the oil, but it never has.  We change it once a year anyway, and only 1/3 of the mileage on the car has been with the gasoline engine.  The other 2/3 has been on battery electric.  But, I have switched to another brand from now on after looking over comparison charts of different synthetic oils.","Reviewed in the United States on April 16, 2018",,
Good oil and a great price,4.0 out of 5 stars,butter123,"Decent standard motor oil for European cars. If you do not live up in the north, I would recommend going with a 5w-40 grade oil instead. For normal daily driving, this oil would be fine for manufacture change intervals and at this price, you could save a lot money.
Comparing this to the 5w-40 formula M 229.5 in a m272 engine, the formula m runs a bit quitter and probably have more additives, however it's also double the price.
For some reason, BMW unapproved this oil.","Reviewed in the United States on January 19, 2017",,
Great value,4.0 out of 5 stars,Geoffrey Hashimoto,Good pricing and free shipping for Prime members.  Hard to beat for value.,"Reviewed in the United States on October 17, 2021",,
I used to buy and I like it very much,3.0 out of 5 stars,Eddie Ionni,"I used to buy and I like it very much. I would give 5 stars but .....Don't Buy from Amazon for ""$49"". Walmart is selling $26 for 1 5 quart.","Reviewed in the United States on December 31, 2014",,
"Meh! There are MUCH better options out there for more or less money, but this price sucks!",3.0 out of 5 stars,Seth Elwyn Burgin,"Mediocre for synthetic oil, if not on the low quality end of the spectrum. Price is ridiculously high, so Amazon Prime is on my list of things to get rid of.","Reviewed in the United States on April 18, 2018",,
Great oil but missing one important approval for me,3.0 out of 5 stars,JC19454,"Great oil but missing one important approval for me, LL-01 for my BMW.  They used to be approved so literature and photos deceiving since they just lost it,  New stock not approved.  Old stock approved.","Reviewed in the United States on June 1, 2016",,
For Prime members only??? I can get it at Walmart for $22.88,3.0 out of 5 stars,GoJo Dingo,For Prime members only??? I can get it at Walmart for $22.88,"Reviewed in the United States on October 5, 2017",,
Three Stars,3.0 out of 5 stars,Crystal Tse,Can I use in my hyundai 2014 accent hack back with this oil,"Reviewed in the United States on August 1, 2017",,
Same quality as many other synthetic brands.,3.0 out of 5 stars,Cutteo,I can't tell from any other synthetic brand.,"Reviewed in the United States on December 22, 2016",,
Works in a pinch; castrol edge is superior,3.0 out of 5 stars,Andy,"Synthetic, does the job and doesn't anger VWoA. Makes the lifters noisy in my mkVI GTI. Castrol Edge 0W-40 is much preferred","Reviewed in the United States on November 23, 2014",,
A little pricey when i brought it,3.0 out of 5 stars,joonie,"Overall is ok … i brought it when the price is the highest, should wait a little bit","Reviewed in the United States on March 25, 2022",,
Mmm,3.0 out of 5 stars,Israel,Se sigue probando pero va bien,"Reviewed in Mexico on August 8, 2023",,
Calidad precio el mejor,3.0 out of 5 stars,Juan J.,"Es para Ford econoline van 2003
Lo uso desde hace 5 ańos buen produco.","Reviewed in Mexico on October 4, 2022",,
One Star,1.0 out of 5 stars,MikeymikeGTR,"The sealed cap was missing, so who knows what oil was in the container. Returned","Reviewed in the United States on April 26, 2018",,
No good,1.0 out of 5 stars,Omar,No good,"Reviewed in the United States on November 18, 2019",,
One Star,1.0 out of 5 stars,G.Girouard,Product came with a small hole in it and oïl leaked on all my order.,"Reviewed in the United States on February 6, 2018",,
LEAKING OILS,1.0 out of 5 stars,Sofia,Product arrived broken and the oil was leaking. I want a refund of one of the oils.,"Reviewed in the United States on January 12, 2018","https://images-na.ssl-images-amazon.com/images/I/518WmPjX-0L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/51VcfFLY2+L._SY88.jpg",
"Not Mobils fault, I bought the wrong weight, ...",1.0 out of 5 stars,Joseph Sheffield,"Not Mobils fault, I bought the wrong weight, cant use it.
Didn't realize it til some time later when I got ready to change the oil.","Reviewed in the United States on June 7, 2016",,
One Star,1.0 out of 5 stars,aaron Merrill,2 day shipping took TWELVE days! and then it arrived and is leaking EVERYWHERE!!!!,"Reviewed in the United States on August 18, 2017",,
Pay close attention to price,1.0 out of 5 stars,Amazon Customer,Didn’t notice price but from now on I will . One quart $27.00,"Reviewed in the United States on October 26, 2017",,
Don’t buy,1.0 out of 5 stars,Phoenix,Where were leaking in the box when I received them,"Reviewed in the United States on October 22, 2017",,
"The Oil Container Was Leaking, Which Ruined The Shipping ...",1.0 out of 5 stars,Brian ,"The Oil Container Was Leaking , Which Ruined The Shipping Box. Not Sure About Buying Any More !!","Reviewed in the United States on January 31, 2017",,
Leaking oil,1.0 out of 5 stars,Sam,Half of oil have  been leaking.,"Reviewed in the United States on November 18, 2017",https://images-na.ssl-images-amazon.com/images/I/61tAs3pi+8L._SY88.jpg,
Good product,5.0 out of 5 stars,BigT,Good seller and fast delivery,"Reviewed in the United States on July 31, 2023",,
Perfect for us DIYers!,5.0 out of 5 stars,Les in Nipomo,I found considerable savings buying my oil this way! It was packaged well and arrived safe and sound without any issues at all! The perfect quantity for an oil and filter change too.,"Reviewed in the United States on July 10, 2023",,
price and quality.,5.0 out of 5 stars,WD Smith,"I have used Mobil oil products for decades with no problems, from our personal vehicles to my class 8 trucks. Its highly rated.","Reviewed in the United States on July 19, 2023",,
